addr,x,y,hex
4902,102,30,E0
4903,103,30,E0
4904,104,30,E0
4905,105,30,E0
4906,106,30,E0
4907,107,30,E0
4908,108,30,E0
4909,109,30,E0
4910,110,30,E0
4911,111,30,E0
4912,112,30,E0
4913,113,30,E0
4914,114,30,E0
4915,115,30,E0
4916,116,30,E0
4917,117,30,E0
4918,118,30,E0
4919,119,30,E0
4920,120,30,E0
4921,121,30,E0
4922,122,30,E0
4923,123,30,E0
4924,124,30,E0
4925,125,30,E0
4926,126,30,E0
4927,127,30,E0
4928,128,30,E0
4929,129,30,E0
4930,130,30,E0
4931,131,30,E0
4932,132,30,E0
4933,133,30,E0
4934,134,30,E0
4935,135,30,E0
4936,136,30,E0
4937,137,30,E0
4938,138,30,E0
4939,139,30,E0
4940,140,30,E0
4941,141,30,E0
4942,142,30,E0
4943,143,30,E0
4944,144,30,E0
4945,145,30,E0
4946,146,30,E0
4947,147,30,E0
4948,148,30,E0
4949,149,30,E0
4950,150,30,E0
4951,151,30,E0
4952,152,30,E0
4953,153,30,E0
4954,154,30,E0
4955,155,30,E0
4956,156,30,E0
4957,157,30,E0
4958,158,30,E0
4959,159,30,E0
4960,0,31,E0
4961,1,31,E0
4962,2,31,E0
4963,3,31,E0
4964,4,31,E0
4965,5,31,E0
4966,6,31,E0
4967,7,31,E0
4968,8,31,E0
4969,9,31,E0
4970,10,31,E0
4971,11,31,E0
4972,12,31,E0
4973,13,31,E0
4974,14,31,E0
4975,15,31,E0
4976,16,31,E0
4977,17,31,E0
4978,18,31,E0
4979,19,31,E0
4980,20,31,E0
4981,21,31,E0
4982,22,31,E0
4983,23,31,E0
4984,24,31,E0
4985,25,31,E0
4986,26,31,E0
4987,27,31,E0
4988,28,31,E0
4989,29,31,E0
4990,30,31,E0
4991,31,31,E0
4992,32,31,E0
4993,33,31,E0
4994,34,31,E0
4995,35,31,E0
4996,36,31,E0
4997,37,31,E0
4998,38,31,E0
4999,39,31,E0
5000,40,31,E0
5001,41,31,E0
5002,42,31,E0
5003,43,31,E0
5004,44,31,E0
5005,45,31,E0
5006,46,31,E0
5007,47,31,E0
5008,48,31,E0
5009,49,31,E0
5010,50,31,E0
5011,51,31,E0
5012,52,31,E0
5013,53,31,E0
5014,54,31,E0
5015,55,31,E0
5016,56,31,E0
5017,57,31,E0
5018,58,31,E0
5019,59,31,E0
5020,60,31,E0
5021,61,31,E0
5022,62,31,E0
5023,63,31,E0
5024,64,31,E0
5025,65,31,E0
5026,66,31,E0
5027,67,31,E0
5028,68,31,E0
5029,69,31,E0
5030,70,31,E0
5031,71,31,E0
5032,72,31,E0
5033,73,31,E0
5034,74,31,E0
5035,75,31,E0
5036,76,31,E0
5037,77,31,E0
5038,78,31,E0
5039,79,31,E0
5040,80,31,E0
5041,81,31,E0
5042,82,31,E0
5043,83,31,E0
5044,84,31,E0
5045,85,31,E0
5046,86,31,E0
5047,87,31,E0
5048,88,31,E0
5049,89,31,E0
5050,90,31,E0
5051,91,31,E0
5052,92,31,E0
5053,93,31,E0
5054,94,31,E0
5055,95,31,E0
5056,96,31,E0
5057,97,31,E0
5058,98,31,E0
5059,99,31,E0
5060,100,31,E0
5061,101,31,E0
5062,102,31,E0
5063,103,31,E0
5064,104,31,E0
5065,105,31,E0
5066,106,31,E0
5067,107,31,E0
5068,108,31,E0
5069,109,31,E0
5070,110,31,E0
5071,111,31,E0
5072,112,31,E0
5073,113,31,E0
5074,114,31,E0
5075,115,31,E0
5076,116,31,E0
5077,117,31,E0
5078,118,31,E0
5079,119,31,E0
5080,120,31,E0
5081,121,31,E0
5082,122,31,E0
5083,123,31,E0
5084,124,31,E0
5085,125,31,E0
5086,126,31,E0
5087,127,31,E0
5088,128,31,E0
5089,129,31,E0
5090,130,31,E0
5091,131,31,E0
5092,132,31,E0
5093,133,31,E0
5094,134,31,E0
5095,135,31,E0
5096,136,31,E0
5097,137,31,E0
5098,138,31,E0
5099,139,31,E0
5100,140,31,E0
5101,141,31,E0
5102,142,31,E0
5103,143,31,E0
5104,144,31,E0
5105,145,31,E0
5106,146,31,E0
5107,147,31,E0
5108,148,31,E0
5109,149,31,E0
5110,150,31,E0
5111,151,31,E0
5112,152,31,E0
5113,153,31,E0
5114,154,31,E0
5115,155,31,E0
5116,156,31,E0
5117,157,31,E0
5118,158,31,E0
5119,159,31,E0
5120,0,32,E0
5121,1,32,E0
5122,2,32,E0
5123,3,32,E0
5124,4,32,E0
5125,5,32,E0
5126,6,32,E0
5127,7,32,E0
5128,8,32,E0
5129,9,32,E0
5130,10,32,E0
5131,11,32,E0
5132,12,32,E0
5133,13,32,E0
5134,14,32,E0
5135,15,32,E0
5136,16,32,E0
5137,17,32,E0
5138,18,32,E0
5139,19,32,E0
5140,20,32,E0
5141,21,32,E0
5142,22,32,E0
5143,23,32,E0
5144,24,32,E0
5145,25,32,E0
5146,26,32,E0
5147,27,32,E0
5148,28,32,E0
5149,29,32,E0
5150,30,32,E0
5151,31,32,E0
5152,32,32,E0
5153,33,32,E0
5154,34,32,E0
5155,35,32,E0
5156,36,32,E0
5157,37,32,E0
5158,38,32,E0
5159,39,32,E0
5160,40,32,E0
5161,41,32,E0
5162,42,32,E0
5163,43,32,E0
5164,44,32,E0
5165,45,32,E0
5166,46,32,E0
5167,47,32,E0
5168,48,32,E0
5169,49,32,E0
5170,50,32,E0
5171,51,32,E0
5172,52,32,E0
5173,53,32,E0
5174,54,32,E0
5175,55,32,E0
5176,56,32,E0
5177,57,32,E0
5178,58,32,E0
5179,59,32,E0
5180,60,32,E0
5181,61,32,E0
5182,62,32,E0
5183,63,32,E0
5184,64,32,E0
5185,65,32,E0
5186,66,32,E0
5187,67,32,E0
5188,68,32,E0
5189,69,32,E0
5190,70,32,E0
5191,71,32,E0
5192,72,32,E0
5193,73,32,E0
5194,74,32,E0
5195,75,32,E0
5196,76,32,E0
5197,77,32,E0
5198,78,32,E0
5199,79,32,E0
5200,80,32,E0
5201,81,32,E0
5202,82,32,E0
5203,83,32,E0
5204,84,32,E0
5205,85,32,E0
5206,86,32,E0
5207,87,32,E0
5208,88,32,E0
5209,89,32,E0
5210,90,32,E0
5211,91,32,E0
5212,92,32,E0
5213,93,32,E0
5214,94,32,E0
5215,95,32,E0
5216,96,32,E0
5217,97,32,E0
5218,98,32,E0
5219,99,32,E0
5220,100,32,E0
5221,101,32,E0
5222,102,32,E0
5223,103,32,E0
5224,104,32,E0
5225,105,32,E0
5226,106,32,E0
5227,107,32,E0
5228,108,32,E0
5229,109,32,E0
5230,110,32,E0
5231,111,32,E0
5232,112,32,E0
5233,113,32,E0
5234,114,32,E0
5235,115,32,E0
5236,116,32,E0
5237,117,32,E0
5238,118,32,E0
5239,119,32,E0
5240,120,32,E0
5241,121,32,E0
5242,122,32,E0
5243,123,32,E0
5244,124,32,E0
5245,125,32,E0
5246,126,32,E0
5247,127,32,E0
5248,128,32,E0
5249,129,32,E0
5250,130,32,E0
5251,131,32,E0
5252,132,32,E0
5253,133,32,E0
5254,134,32,E0
5255,135,32,E0
5256,136,32,E0
5257,137,32,E0
5258,138,32,E0
5259,139,32,E0
5260,140,32,E0
5261,141,32,E0
5262,142,32,E0
5263,143,32,E0
5264,144,32,E0
5265,145,32,E0
5266,146,32,E0
5267,147,32,E0
5268,148,32,E0
5269,149,32,E0
5270,150,32,E0
5271,151,32,E0
5272,152,32,E0
5273,153,32,E0
5274,154,32,E0
5275,155,32,E0
5276,156,32,E0
5277,157,32,E0
5278,158,32,E0
5279,159,32,E0
5280,0,33,E0
5281,1,33,E0
5282,2,33,E0
5283,3,33,E0
5284,4,33,E0
5285,5,33,E0
5286,6,33,E0
5287,7,33,E0
5288,8,33,E0
5289,9,33,E0
5290,10,33,E0
5291,11,33,E0
5292,12,33,E0
5293,13,33,E0
5294,14,33,E0
5295,15,33,E0
5296,16,33,E0
5297,17,33,E0
5298,18,33,E0
5299,19,33,E0
5300,20,33,E0
5301,21,33,E0
5302,22,33,E0
5303,23,33,E0
5304,24,33,E0
5305,25,33,E0
5306,26,33,E0
5307,27,33,E0
5308,28,33,E0
5309,29,33,E0
5310,30,33,E0
5311,31,33,E0
5312,32,33,E0
5313,33,33,E0
5314,34,33,E0
5315,35,33,E0
5316,36,33,E0
5317,37,33,E0
5318,38,33,E0
5319,39,33,E0
5320,40,33,E0
5321,41,33,E0
5322,42,33,E0
5323,43,33,E0
5324,44,33,E0
5325,45,33,E0
5326,46,33,E0
5327,47,33,E0
5328,48,33,E0
5329,49,33,E0
5330,50,33,E0
5331,51,33,E0
5332,52,33,E0
5333,53,33,E0
5334,54,33,E0
5335,55,33,E0
5336,56,33,E0
5337,57,33,E0
5338,58,33,E0
5339,59,33,E0
5340,60,33,E0
5341,61,33,E0
5342,62,33,E0
5343,63,33,E0
5344,64,33,E0
5345,65,33,E0
5346,66,33,E0
5347,67,33,E0
5348,68,33,E0
5349,69,33,E0
5350,70,33,E0
5351,71,33,E0
5352,72,33,E0
5353,73,33,E0
5354,74,33,E0
5355,75,33,E0
5356,76,33,E0
5357,77,33,E0
5358,78,33,E0
5359,79,33,E0
5360,80,33,E0
5361,81,33,E0
5362,82,33,E0
5363,83,33,E0
5364,84,33,E0
5365,85,33,E0
5366,86,33,E0
5367,87,33,E0
5368,88,33,E0
5369,89,33,E0
5370,90,33,E0
5371,91,33,E0
5372,92,33,E0
5373,93,33,E0
5374,94,33,E0
5375,95,33,E0
5376,96,33,E0
5377,97,33,E0
5378,98,33,E0
5379,99,33,E0
5380,100,33,E0
5381,101,33,E0
5382,102,33,E0
5383,103,33,E0
5384,104,33,E0
5385,105,33,E0
5386,106,33,E0
5387,107,33,E0
5388,108,33,E0
5389,109,33,E0
5390,110,33,E0
5391,111,33,E0
5392,112,33,E0
5393,113,33,E0
5394,114,33,E0
5395,115,33,E0
5396,116,33,E0
5397,117,33,E0
5398,118,33,E0
5399,119,33,E0
5400,120,33,E0
5401,121,33,E0
5402,122,33,E0
5403,123,33,E0
5404,124,33,E0
5405,125,33,E0
5406,126,33,E0
5407,127,33,E0
5408,128,33,E0
5409,129,33,E0
5410,130,33,E0
5411,131,33,E0
5412,132,33,E0
5413,133,33,E0
5414,134,33,E0
5415,135,33,E0
5416,136,33,E0
5417,137,33,E0
5418,138,33,E0
5419,139,33,E0
5420,140,33,E0
5421,141,33,E0
5422,142,33,E0
5423,143,33,E0
5424,144,33,E0
5425,145,33,E0
5426,146,33,E0
5427,147,33,E0
5428,148,33,E0
5429,149,33,E0
5430,150,33,E0
5431,151,33,E0
5432,152,33,E0
5433,153,33,E0
5434,154,33,E0
5435,155,33,E0
5436,156,33,E0
5437,157,33,E0
5438,158,33,E0
5439,159,33,E0
5440,0,34,E0
5441,1,34,E0
5442,2,34,E0
5443,3,34,E0
5444,4,34,E0
5445,5,34,E0
5446,6,34,E0
5447,7,34,E0
5448,8,34,E0
5449,9,34,E0
5450,10,34,E0
5451,11,34,E0
5452,12,34,E0
5453,13,34,E0
5454,14,34,E0
5455,15,34,E0
5456,16,34,E0
5457,17,34,E0
5458,18,34,E0
5459,19,34,E0
5460,20,34,E0
5461,21,34,E0
5462,22,34,E0
5463,23,34,E0
5464,24,34,E0
5465,25,34,E0
5466,26,34,E0
5467,27,34,E0
5468,28,34,E0
5469,29,34,E0
5470,30,34,E0
5471,31,34,E0
5472,32,34,E0
5473,33,34,E0
5474,34,34,E0
5475,35,34,E0
5476,36,34,E0
5477,37,34,E0
5478,38,34,E0
5479,39,34,E0
5480,40,34,E0
5481,41,34,E0
5482,42,34,E0
5483,43,34,E0
5484,44,34,E0
5485,45,34,E0
5486,46,34,E0
5487,47,34,E0
5488,48,34,E0
5489,49,34,E0
5490,50,34,E0
5491,51,34,E0
5492,52,34,E0
5493,53,34,E0
5494,54,34,E0
5495,55,34,E0
5496,56,34,E0
5497,57,34,E0
5498,58,34,E0
5499,59,34,E0
5500,60,34,E0
5501,61,34,E0
5502,62,34,E0
5503,63,34,E0
5504,64,34,E0
5505,65,34,E0
5506,66,34,E0
5507,67,34,E0
5508,68,34,E0
5509,69,34,E0
5510,70,34,E0
5511,71,34,E0
5512,72,34,E0
5513,73,34,E0
5514,74,34,E0
5515,75,34,E0
5516,76,34,E0
5517,77,34,E0
5518,78,34,E0
5519,79,34,E0
5520,80,34,E0
5521,81,34,E0
5522,82,34,E0
5523,83,34,E0
5524,84,34,E0
5525,85,34,E0
5526,86,34,E0
5527,87,34,E0
5528,88,34,E0
5529,89,34,E0
5530,90,34,E0
5531,91,34,E0
5532,92,34,E0
5533,93,34,E0
5534,94,34,E0
5535,95,34,E0
5536,96,34,E0
5537,97,34,E0
5538,98,34,E0
5539,99,34,E0
5540,100,34,E0
5541,101,34,E0
5542,102,34,E0
5543,103,34,E0
5544,104,34,E0
5545,105,34,E0
5546,106,34,E0
5547,107,34,E0
5548,108,34,E0
5549,109,34,E0
5550,110,34,E0
5551,111,34,E0
5552,112,34,E0
5553,113,34,E0
5554,114,34,E0
5555,115,34,E0
5556,116,34,E0
5557,117,34,E0
5558,118,34,E0
5559,119,34,E0
5560,120,34,E0
5561,121,34,E0
5562,122,34,E0
5563,123,34,E0
5564,124,34,E0
5565,125,34,E0
5566,126,34,E0
5567,127,34,E0
5568,128,34,E0
5569,129,34,E0
5570,130,34,E0
5571,131,34,E0
5572,132,34,E0
5573,133,34,E0
5574,134,34,E0
5575,135,34,E0
5576,136,34,E0
5577,137,34,E0
5578,138,34,E0
5579,139,34,E0
5580,140,34,E0
5581,141,34,E0
5582,142,34,E0
5583,143,34,E0
5584,144,34,E0
5585,145,34,E0
5586,146,34,E0
5587,147,34,E0
5588,148,34,E0
5589,149,34,E0
5590,150,34,E0
5591,151,34,E0
5592,152,34,E0
5593,153,34,E0
5594,154,34,E0
5595,155,34,E0
5596,156,34,E0
5597,157,34,E0
5598,158,34,E0
5599,159,34,E0
5600,0,35,E0
5601,1,35,E0
5602,2,35,E0
5603,3,35,E0
5604,4,35,E0
5605,5,35,E0
5606,6,35,E0
5607,7,35,E0
5608,8,35,E0
5609,9,35,E0
5610,10,35,E0
5611,11,35,E0
5612,12,35,E0
5613,13,35,E0
5614,14,35,E0
5615,15,35,E0
5616,16,35,E0
5617,17,35,E0
5618,18,35,E0
5619,19,35,E0
5620,20,35,E0
5621,21,35,E0
5622,22,35,E0
5623,23,35,E0
5624,24,35,E0
5625,25,35,E0
5626,26,35,E0
5627,27,35,E0
5628,28,35,E0
5629,29,35,E0
5630,30,35,E0
5631,31,35,E0
5632,32,35,E0
5633,33,35,E0
5634,34,35,E0
5635,35,35,E0
5636,36,35,E0
5637,37,35,E0
5638,38,35,E0
5639,39,35,E0
5640,40,35,E0
5641,41,35,E0
5642,42,35,E0
5643,43,35,E0
5644,44,35,E0
5645,45,35,E0
5646,46,35,E0
5647,47,35,E0
5648,48,35,E0
5649,49,35,E0
5650,50,35,E0
5651,51,35,E0
5652,52,35,E0
5653,53,35,E0
5654,54,35,E0
5655,55,35,E0
5656,56,35,E0
5657,57,35,E0
5658,58,35,E0
5659,59,35,E0
5660,60,35,E0
5661,61,35,E0
5662,62,35,E0
5663,63,35,E0
5664,64,35,E0
5665,65,35,E0
5666,66,35,E0
5667,67,35,E0
5668,68,35,E0
5669,69,35,E0
5670,70,35,E0
5671,71,35,E0
5672,72,35,E0
5673,73,35,E0
5674,74,35,E0
5675,75,35,E0
5676,76,35,E0
5677,77,35,E0
5678,78,35,E0
5679,79,35,E0
5680,80,35,E0
5681,81,35,E0
5682,82,35,E0
5683,83,35,E0
5684,84,35,E0
5685,85,35,E0
5686,86,35,E0
5687,87,35,E0
5688,88,35,E0
5689,89,35,E0
5690,90,35,E0
5691,91,35,E0
5692,92,35,E0
5693,93,35,E0
5694,94,35,E0
5695,95,35,E0
5696,96,35,E0
5697,97,35,E0
5698,98,35,E0
5699,99,35,E0
5700,100,35,E0
5701,101,35,E0
5702,102,35,E0
5703,103,35,E0
5704,104,35,E0
5705,105,35,E0
5706,106,35,E0
5707,107,35,E0
5708,108,35,E0
5709,109,35,E0
5710,110,35,E0
5711,111,35,E0
5712,112,35,E0
5713,113,35,E0
5714,114,35,E0
5715,115,35,E0
5716,116,35,E0
5717,117,35,E0
5718,118,35,E0
5719,119,35,E0
5720,120,35,E0
5721,121,35,E0
5722,122,35,E0
5723,123,35,E0
5724,124,35,E0
5725,125,35,E0
5726,126,35,E0
5727,127,35,E0
5728,128,35,E0
5729,129,35,E0
5730,130,35,E0
5731,131,35,E0
5732,132,35,E0
5733,133,35,E0
5734,134,35,E0
5735,135,35,E0
5736,136,35,E0
5737,137,35,E0
5738,138,35,E0
5739,139,35,E0
5740,140,35,E0
5741,141,35,E0
5742,142,35,E0
5743,143,35,E0
5744,144,35,E0
5745,145,35,E0
5746,146,35,E0
5747,147,35,E0
5748,148,35,E0
5749,149,35,E0
5750,150,35,E0
5751,151,35,E0
5752,152,35,E0
5753,153,35,E0
5754,154,35,E0
5755,155,35,E0
5756,156,35,E0
5757,157,35,E0
5758,158,35,E0
5759,159,35,E0
5760,0,36,E0
5761,1,36,E0
5762,2,36,E0
5763,3,36,E0
5764,4,36,E0
5765,5,36,E0
5766,6,36,E0
5767,7,36,E0
5768,8,36,E0
5769,9,36,E0
5770,10,36,E0
5771,11,36,E0
5772,12,36,E0
5773,13,36,E0
5774,14,36,E0
5775,15,36,E0
5776,16,36,E0
5777,17,36,E0
5778,18,36,E0
5779,19,36,E0
5780,20,36,E0
5781,21,36,E0
5782,22,36,E0
5783,23,36,E0
5784,24,36,E0
5785,25,36,E0
5786,26,36,E0
5787,27,36,E0
5788,28,36,E0
5789,29,36,E0
5790,30,36,E0
5791,31,36,E0
5792,32,36,E0
5793,33,36,E0
5794,34,36,E0
5795,35,36,E0
5796,36,36,E0
5797,37,36,E0
5798,38,36,E0
5799,39,36,E0
5800,40,36,E0
5801,41,36,E0
5802,42,36,E0
5803,43,36,E0
5804,44,36,E0
5805,45,36,E0
5806,46,36,E0
5807,47,36,E0
5808,48,36,E0
5809,49,36,E0
5810,50,36,E0
5811,51,36,E0
5812,52,36,E0
5813,53,36,E0
5814,54,36,E0
5815,55,36,E0
5816,56,36,E0
5817,57,36,E0
5818,58,36,E0
5819,59,36,E0
5820,60,36,E0
5821,61,36,E0
5822,62,36,E0
5823,63,36,E0
5824,64,36,E0
5825,65,36,E0
5826,66,36,E0
5827,67,36,E0
5828,68,36,E0
5829,69,36,E0
5830,70,36,E0
5831,71,36,E0
5832,72,36,E0
5833,73,36,E0
5834,74,36,E0
5835,75,36,E0
5836,76,36,E0
5837,77,36,E0
5838,78,36,E0
5839,79,36,E0
5840,80,36,E0
5841,81,36,E0
5842,82,36,E0
5843,83,36,E0
5844,84,36,E0
5845,85,36,E0
5846,86,36,E0
5847,87,36,E0
5848,88,36,E0
5849,89,36,E0
5850,90,36,E0
5851,91,36,E0
5852,92,36,E0
5853,93,36,E0
5854,94,36,E0
5855,95,36,E0
5856,96,36,E0
5857,97,36,E0
5858,98,36,E0
5859,99,36,E0
5860,100,36,E0
5861,101,36,E0
5862,102,36,E0
5863,103,36,E0
5864,104,36,E0
5865,105,36,E0
5866,106,36,E0
5867,107,36,E0
5868,108,36,E0
5869,109,36,E0
5870,110,36,E0
5871,111,36,E0
5872,112,36,E0
5873,113,36,E0
5874,114,36,E0
5875,115,36,E0
5876,116,36,E0
5877,117,36,E0
5878,118,36,E0
5879,119,36,E0
5880,120,36,E0
5881,121,36,E0
5882,122,36,E0
5883,123,36,E0
5884,124,36,E0
5885,125,36,E0
5886,126,36,E0
5887,127,36,E0
5888,128,36,E0
5889,129,36,E0
5890,130,36,E0
5891,131,36,E0
5892,132,36,E0
5893,133,36,E0
5894,134,36,E0
5895,135,36,E0
5896,136,36,E0
5897,137,36,E0
5898,138,36,E0
5899,139,36,E0
5900,140,36,E0
5901,141,36,E0
5902,142,36,E0
5903,143,36,E0
5904,144,36,E0
5905,145,36,E0
5906,146,36,E0
5907,147,36,E0
5908,148,36,E0
5909,149,36,E0
5910,150,36,E0
5911,151,36,E0
5912,152,36,E0
5913,153,36,E0
5914,154,36,E0
5915,155,36,E0
5916,156,36,E0
5917,157,36,E0
5918,158,36,E0
5919,159,36,E0
5920,0,37,E0
5921,1,37,E0
5922,2,37,E0
5923,3,37,E0
5924,4,37,E0
5925,5,37,E0
5926,6,37,E0
5927,7,37,E0
5928,8,37,E0
5929,9,37,E0
5930,10,37,E0
5931,11,37,E0
5932,12,37,E0
5933,13,37,E0
5934,14,37,E0
5935,15,37,E0
5936,16,37,E0
5937,17,37,E0
5938,18,37,E0
5939,19,37,E0
5940,20,37,E0
5941,21,37,E0
5942,22,37,E0
5943,23,37,E0
5944,24,37,E0
5945,25,37,E0
5946,26,37,E0
5947,27,37,E0
5948,28,37,E0
5949,29,37,E0
5950,30,37,E0
5951,31,37,E0
5952,32,37,E0
5953,33,37,E0
5954,34,37,E0
5955,35,37,E0
5956,36,37,E0
5957,37,37,E0
5958,38,37,E0
5959,39,37,E0
5960,40,37,E0
5961,41,37,E0
5962,42,37,E0
5963,43,37,E0
5964,44,37,E0
5965,45,37,E0
5966,46,37,E0
5967,47,37,E0
5968,48,37,E0
5969,49,37,E0
5970,50,37,E0
5971,51,37,E0
5972,52,37,E0
5973,53,37,E0
5974,54,37,E0
5975,55,37,E0
5976,56,37,E0
5977,57,37,E0
5978,58,37,E0
5979,59,37,E0
5980,60,37,E0
5981,61,37,E0
5982,62,37,E0
5983,63,37,E0
5984,64,37,E0
5985,65,37,E0
5986,66,37,E0
5987,67,37,E0
5988,68,37,E0
5989,69,37,E0
5990,70,37,E0
5991,71,37,E0
5992,72,37,E0
5993,73,37,E0
5994,74,37,E0
5995,75,37,E0
5996,76,37,E0
5997,77,37,E0
5998,78,37,E0
5999,79,37,E0
6000,80,37,E0
6001,81,37,E0
6002,82,37,E0
6003,83,37,E0
6004,84,37,E0
6005,85,37,E0
6006,86,37,E0
6007,87,37,E0
6008,88,37,E0
6009,89,37,E0
6010,90,37,E0
6011,91,37,E0
6012,92,37,E0
6013,93,37,E0
6014,94,37,E0
6015,95,37,E0
6016,96,37,E0
6017,97,37,E0
6018,98,37,E0
6019,99,37,E0
6020,100,37,E0
6021,101,37,E0
6022,102,37,E0
6023,103,37,E0
6024,104,37,E0
6025,105,37,E0
6026,106,37,E0
6027,107,37,E0
6028,108,37,E0
6029,109,37,E0
6030,110,37,E0
6031,111,37,E0
6032,112,37,E0
6033,113,37,E0
6034,114,37,E0
6035,115,37,E0
6036,116,37,E0
6037,117,37,E0
6038,118,37,E0
6039,119,37,E0
6040,120,37,E0
6041,121,37,E0
6042,122,37,E0
6043,123,37,E0
6044,124,37,E0
6045,125,37,E0
6046,126,37,E0
6047,127,37,E0
6048,128,37,E0
6049,129,37,E0
6050,130,37,E0
6051,131,37,E0
6052,132,37,E0
6053,133,37,E0
6054,134,37,E0
6055,135,37,E0
6056,136,37,E0
6057,137,37,E0
6058,138,37,E0
6059,139,37,E0
6060,140,37,E0
6061,141,37,E0
6062,142,37,E0
6063,143,37,E0
6064,144,37,E0
6065,145,37,E0
6066,146,37,E0
6067,147,37,E0
6068,148,37,E0
6069,149,37,E0
6070,150,37,E0
6071,151,37,E0
6072,152,37,E0
6073,153,37,E0
6074,154,37,E0
6075,155,37,E0
6076,156,37,E0
6077,157,37,E0
6078,158,37,E0
6079,159,37,E0
6080,0,38,E0
6081,1,38,E0
6082,2,38,E0
6083,3,38,E0
6084,4,38,E0
6085,5,38,E0
6086,6,38,E0
6087,7,38,E0
6088,8,38,E0
6089,9,38,E0
6090,10,38,E0
6091,11,38,E0
6092,12,38,E0
6093,13,38,E0
6094,14,38,E0
6095,15,38,E0
6096,16,38,E0
6097,17,38,E0
6098,18,38,E0
6099,19,38,E0
6100,20,38,E0
6101,21,38,E0
6102,22,38,E0
6103,23,38,E0
6104,24,38,E0
6105,25,38,E0
6106,26,38,E0
6107,27,38,E0
6108,28,38,E0
6109,29,38,E0
6110,30,38,E0
6111,31,38,E0
6112,32,38,E0
6113,33,38,E0
6114,34,38,E0
6115,35,38,E0
6116,36,38,E0
6117,37,38,E0
6118,38,38,E0
6119,39,38,E0
6120,40,38,E0
6121,41,38,E0
6122,42,38,E0
6123,43,38,E0
6124,44,38,E0
6125,45,38,E0
6126,46,38,E0
6127,47,38,E0
6128,48,38,E0
6129,49,38,E0
6130,50,38,E0
6131,51,38,E0
6132,52,38,E0
6133,53,38,E0
6134,54,38,E0
6135,55,38,E0
6136,56,38,E0
6137,57,38,E0
6138,58,38,E0
6139,59,38,E0
6140,60,38,E0
6141,61,38,E0
6142,62,38,E0
6143,63,38,E0
6144,64,38,E0
6145,65,38,E0
6146,66,38,E0
6147,67,38,E0
6148,68,38,E0
6149,69,38,E0
6150,70,38,E0
6151,71,38,E0
6152,72,38,E0
6153,73,38,E0
6154,74,38,E0
6155,75,38,E0
6156,76,38,E0
6157,77,38,E0
6158,78,38,E0
6159,79,38,E0
6160,80,38,E0
6161,81,38,E0
6162,82,38,E0
6163,83,38,E0
6164,84,38,E0
6165,85,38,E0
6166,86,38,E0
6167,87,38,E0
6168,88,38,E0
6169,89,38,E0
6170,90,38,E0
6171,91,38,E0
6172,92,38,E0
6173,93,38,E0
6174,94,38,E0
6175,95,38,E0
6176,96,38,E0
6177,97,38,E0
6178,98,38,E0
6179,99,38,E0
6180,100,38,E0
6181,101,38,E0
6182,102,38,E0
6183,103,38,E0
6184,104,38,E0
6185,105,38,E0
6186,106,38,E0
6187,107,38,E0
6188,108,38,E0
6189,109,38,E0
6190,110,38,E0
6191,111,38,E0
6192,112,38,E0
6193,113,38,E0
6194,114,38,E0
6195,115,38,E0
6196,116,38,E0
6197,117,38,E0
6198,118,38,E0
6199,119,38,E0
6200,120,38,E0
6201,121,38,E0
6202,122,38,E0
6203,123,38,E0
6204,124,38,E0
6205,125,38,E0
6206,126,38,E0
6207,127,38,E0
6208,128,38,E0
6209,129,38,E0
6210,130,38,E0
6211,131,38,E0
6212,132,38,E0
6213,133,38,E0
6214,134,38,E0
6215,135,38,E0
6216,136,38,E0
6217,137,38,E0
6218,138,38,E0
6219,139,38,E0
6220,140,38,E0
6221,141,38,E0
6222,142,38,E0
6223,143,38,E0
6224,144,38,E0
6225,145,38,E0
6226,146,38,E0
6227,147,38,E0
6228,148,38,E0
6229,149,38,E0
6230,150,38,E0
6231,151,38,E0
6232,152,38,E0
6233,153,38,E0
6234,154,38,E0
6235,155,38,E0
6236,156,38,E0
6237,157,38,E0
6238,158,38,E0
6239,159,38,E0
6240,0,39,E0
6241,1,39,E0
6242,2,39,E0
6243,3,39,E0
6244,4,39,E0
6245,5,39,E0
6246,6,39,E0
6247,7,39,E0
6248,8,39,E0
6249,9,39,E0
6250,10,39,E0
6251,11,39,E0
6252,12,39,E0
6253,13,39,E0
6254,14,39,E0
6255,15,39,E0
6256,16,39,E0
6257,17,39,E0
6258,18,39,E0
6259,19,39,E0
6260,20,39,E0
6261,21,39,E0
6262,22,39,E0
6263,23,39,E0
6264,24,39,E0
6265,25,39,E0
6266,26,39,E0
6267,27,39,E0
6268,28,39,E0
6269,29,39,E0
6270,30,39,E0
6271,31,39,E0
6272,32,39,E0
6273,33,39,E0
6274,34,39,E0
6275,35,39,E0
6276,36,39,E0
6277,37,39,E0
6278,38,39,E0
6279,39,39,E0
6280,40,39,E0
6281,41,39,E0
6282,42,39,E0
6283,43,39,E0
6284,44,39,E0
6285,45,39,E0
6286,46,39,E0
6287,47,39,E0
6288,48,39,E0
6289,49,39,E0
6290,50,39,E0
6291,51,39,E0
6292,52,39,E0
6293,53,39,E0
6294,54,39,E0
6295,55,39,E0
6296,56,39,E0
6297,57,39,E0
6298,58,39,E0
6299,59,39,E0
6300,60,39,E0
